Sample_ID,pH,Turbidity_NTU,TDS_mg_L,Total_Hardness_mg_L,Chloride_mg_L,Sulphate_mg_L,Fluoride_mg_L,Nitrate_mg_L,Iron_mg_L,Calcium_mg_L,Magnesium_mg_L,Arsenic_mg_L,Lead_mg_L,Water_Quality,Usage_Class,Drinking_Status,Safe_for_Drinking,TDS_Status,Turbidity_Status,TDS_Recommendation,Turbidity_Recommendation,Severity,Overall_Recommendation,Treatment_Limitation,Lab_Test_Recommended
WQ087880,6.686826311306599,0.2706946625118948,160.15466707343035,262.0667412058373,286.6236180963014,28.92262095780237,0.6962054886351368,6.756212090810149,0.1820518166228354,29.39788062786059,12.0766927378913,0.0011444010409104,0.0032650628180068,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ032743,7.300145712280488,1.980844400181992,586.9228978913502,53.30988677374171,256.43181678157566,342.9684756869408,1.593271637811721,9.774740205110056,0.2615870181929837,18.9750681835032,29.779969060745955,0.001678972182428,0.0065209880237756,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ067931,6.741541900240345,0.7925787704738119,379.7987617284485,128.53805544204567,200.59342273399727,61.13297636239014,0.9873318368684384,39.84996648160747,0.1987517931839662,226.2661014634598,20.076962574414704,0.0012897772263576,0.0114875348242046,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ083035,7.353440844924538,0.5847611274125434,354.3203981592209,118.24024214330464,128.94190882050677,163.92825894246576,1.3439482325618388,7.0827466724389145,0.0325920690057174,91.26467470333984,20.70298582945803,0.0012461075622503,0.0039265000320982,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ027104,7.804433497700526,0.4751353930918657,612.8121163669637,179.34575144386451,134.30300111272058,311.1863851826608,0.5230426424972121,37.54563315148452,0.0777233998735213,37.15376861905612,19.03184233646656,0.0057648635397546,0.0009504964569113,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ032681,7.021467498009094,0.3280175945264579,290.00953872337163,217.50760271271287,930.9889238548556,130.04571228562858,0.5990487520949702,5.287333494068005,0.1049320035585907,34.3891911362837,22.61334267146608,0.0004701233027761,0.0122822883538735,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ062366,6.92349575299832,1.2177082840066336,291.5907311351853,259.4131878094791,125.62516814173009,35.11208623781955,1.375928708940763,35.446542872454465,0.356080025122741,60.74792840733927,24.810431999416394,0.0039075863877061,0.0024514266869459,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ005081,6.6535257664232805,0.7718043552640818,477.1680319465991,101.97097823774688,136.34609258482874,104.46287397942864,0.3873101287357713,27.731880387108205,0.2104944546297827,29.498393275446457,35.467492695657505,0.0053697987388369,0.0067602052015915,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ079014,7.724029228206105,1.125315378983919,239.0950671331486,156.06963732523351,500.48228472970766,106.13988326539952,0.536051139332849,7.370118631440921,0.4166523892418818,42.15879361091015,10.540744036118806,0.0114150109761805,0.005463791925378,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ044899,7.700104361859148,0.4052805615707111,162.55532917148514,179.95528866941507,300.5035381523414,147.6163765638881,0.5116178316294002,89.32475190186206,0.1638763219958541,109.40325349428868,65.18366008581667,0.0115297508339964,0.0012722833164946,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ029220,7.033528798961659,0.920363204027254,268.7915188177827,335.3796348584864,198.7964186817789,183.04546958618647,0.542740571549608,19.20753320814152,0.2933512590594184,37.44405686044506,14.833888326588006,0.0073156576534983,0.0031787129249623,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ037810,7.224807392230358,0.5934321396372425,219.14337412875255,237.45865951115948,91.48673131258953,206.3457220046088,0.654321733778571,24.254161241661887,0.0550085270638917,55.65821104331077,67.01157425911619,0.0259173569002546,0.0009087585377815,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
